STT,Công ty điện lực,Đơn vị điện lực,Mã TBA,Mã xuất tuyến,Tên công trình,Mã khách hàng,Tên đại lý,Địa chỉ,Vpn Profile,Lat,Long,CSTK DC (kWp),CSTK AC (kW),Công suất lắp đặt (kW),Công suất tối đa (kW),Zero export,SN Nexatus,Nhà sản xuất Inverter,Inverter No. / Inverter Type,Mã Logger,Mã công tơ 2 chiều,Đã gửi cấu hình Nexatus,Đã upload cấu hình Nexatus,Đã tích hợp Nexatus,Đã nghiệm thu
1,Công ty Điện lực Đà Nẵng,Điện lực Liên Chiểu,HD53HBBQ,485/HKH2,Hệ thống điện mặt trời áp mái nhà tại Công ty TNHH MTV Panko Tam Thăng,PP03000957420,Hoà Phát,"Đường số 6 và Đường số 7, KCN Hòa Khánh, P. Liên Chiểu, TP. Đà Nẵng, Việt Nam",172.31.2.224/29,10.641477,106.715985,1249,1000,1000,1000,Có,255339,Huawei,"14 / SUN2000 -100KTL-M2, 2 / SUN2000-50KTL-M3",Smart Logger 3000,UMG 604-PRO,Ok,Ok,Ok,Ok
